abbreviation	name	equation	reversible	compartement	lowbnd	uppbnd	obj_coef	rule	subsystem
ID_426	cobalt-precorrin-7 (C15)-methyltransferase [decarboxylating]	[c]: cbdhpcr6 + amet --> cbpcr7 + ahcys + co2	false	C_c	0	1000	0	(cbiT)	Vitamin B12 and protoheme metabolism
ID_245	ATP:cob(I)yrinate a,c-diamide cobeta-adenosyltransferase	[c]: c1yda + atp + h --> acbda + pppi	false	C_c	0	1000	0	(eutT)	Vitamin B12 and protoheme metabolism
ID_440	cob(II)yrinate a,c-diamide:FMN oxidoreductase	[c]: c2yda + fmnh2 --> c1yda + fmn + (2) h	false	C_c	0	1000	0		Vitamin B12 and protoheme metabolism
ID_84	protoporphyrinogen IX dehydrogenase (menaquinone)	[c]: ptpphygen + (3) mqn --> ptphyrin + (3) mql	false	C_c	0	1000	0	(CD1679)	Vitamin B12 and protoheme metabolism
ID_552	adenosyl-cobyrate:(R)-1-amino-2-propanol O-2-phosphate ligase	[c]: 1a2po2p + acb + atp --> acap + pi + adp	false	C_c	0	1000	0	(cbiB)	Vitamin B12 and protoheme metabolism
ID_572	S-adenosyl-L-methionine:precorrin-7 C15-methyltransferase	[c]: cbpcr7 + amet --> cbpcr8x + ahcys	false	C_c	0	1000	0	(cbiE)	Vitamin B12 and protoheme metabolism
ID_138	porphobilinogen ammonia-lyase	[c]: (4) pbng + h2o <==> hmb + (4) nh3	true	C_c	-1000	1000	0	(hemC)	Vitamin B12 and protoheme metabolism
ID_618	adenosyl-cobyrate synthase	[c]: acbda + (4) glnL + (4) h2o + (4) atp --> acb + (4) gluL + (4) adp + (4) pi	false	C_c	0	1000	0	(cobQ)	Vitamin B12 and protoheme metabolism
ID_364	Precorrin-8X methylmutase	[c]: cbpcr8x <==> cobat	true	C_c	-1000	1000	0	(cbiC)	Vitamin B12 and protoheme metabolism
ID_487	cobalt-precorrin-4 methyltransferase	[c]: cbpc4 + amet --> cbprc5a + ahcys	false	C_c	0	1000	0	(cbiF)	Vitamin B12 and protoheme metabolism
ID_129	ferrochelatase	[c]: ptphyrin + fe2 --> proheme + (2) h	false	C_c	0	1000	0		Vitamin B12 and protoheme metabolism
ID_738	precorrin-6A reductase	[c]: cbprc6a + nadph + h <==> cbdhpcr6 + nadp	true	C_c	-1000	1000	0	(cbiJ)	Vitamin B12 and protoheme metabolism
ID_67	S-adenosyl-L-methionine:uroporphyrinogen-III C-methyltransferase	[c]: uppg3 + amet --> pc1 + ahcys	false	C_c	0	1000	0	(sirC) or (hemD)	Vitamin B12 and protoheme metabolism
ID_190	S-adenosyl-L-methionine:precorrin-3B C17-methyltransferase	[c]: cbpc3 + amet --> cbpc4 + ahcys	false	C_c	0	1000	0	(cbiH)	Vitamin B12 and protoheme metabolism
ID_670	cobyrinate:L-glutamine amido-ligase (ADP-forming)	[c]: cobat + (2) glnL + (2) atp + (2) h2o --> c2yda + (2) gluL + (2) adp + (2) pi	false	C_c	0	1000	0	(cbiA)	Vitamin B12 and protoheme metabolism
ID_484	sirohydrochlorin cobalt-lyase	[c]: shclin + cobalt <==> cbshclin + (2) h	true	C_c	-1000	1000	0	(cbiK)	Vitamin B12 and protoheme metabolism
ID_101	cobalt-precorrin 5A acylhydrolase	[c]: cbprc5a + h2o --> cbpcr5b + aald	false	C_c	0	1000	0	(cbiG)	Vitamin B12 and protoheme metabolism
ID_700	adenosylcobalamin phosphatase	[c]: rz5p + h2o --> rz + pi	false	C_c	0	1000	0	(CD3436)	Vitamin B12 and protoheme metabolism
ID_508	pyridoxamine:pyruvate aminotransferase	[c]: pyam + pyr <==> pyal + alaL	true	C_c	-1000	1000	0		Vitamin B6 metabolism
ID_554	pyridoxal kinase	[c]: pyam + atp --> pyam5p + adp	false	C_c	0	1000	0	(CD1353)	Vitamin B6 metabolism
ID_220	Pyridoxamine-5'-phosphate:2-oxoglutarate aminotransferase	[c]: pyam5p + pyr <==> pyal5p + alaD	true	C_c	-1000	1000	0		Vitamin B6 metabolism
ID_647	Pyridoxine:NADP+ 4-oxidoreductase	[c]: pyal + nadph + h --> pyin + nadp	false	C_c	0	1000	0		Vitamin B6 metabolism
ID_461	pyridoxamine:oxaloacetate aminotransferase	[c]: pyam + oxac <==> pyal + aspL	true	C_c	-1000	1000	0		Vitamin B6 metabolism
ID_698	pyridoxal kinase	[c]: pyal + atp --> pyal5p + adp	false	C_c	0	1000	0	(CD1353)	Vitamin B6 metabolism
ID_270	Pyridoxamine-5'-phosphate:2-oxoglutarate aminotransferase (D-glutamate-forming)	[c]: pyam5p + 2oglut <==> pyal5p + gluD	true	C_c	-1000	1000	0		Vitamin B6 metabolism
Trans_co	carbon dioxide diffusion	co2[e] <==> co2[c]	true	C_c, C_e	-1000	1000	0		diffusion
Trans_h2o	water diffusion	h2o[e] <==> h2o[c]	true	C_c, C_e	-1000	1000	0		diffusion
Trans_eto	ethanol transport	eto[e] <==> eto[c]	true	C_c, C_e	-1000	1000	0		diffusion
Trans_hco	hco3 transport	hco3[e] <==> hco3[c]	true	C_c, C_e	-1000	1000	0		diffusion
Trans_at	acetone export	at[c] --> at[e]	false	C_c, C_e	0	1000	0		diffusion
Trans_h4	hydrogen diffusion	h2[e] <==> h2[c]	true	C_c, C_e	-1000	1000	0		diffusion
Trans_adman2	alpha-D-mannose Transport	adman[e] + h[e] --> adman[c] + h[c]	false	C_c, C_e	0	1000	0	(CD2549)	secondary transporters
Trans_glcAD	alpha-D-glucose Transport	glcAD[e] + h[e] --> glcAD[c] + h[c]	false	C_c, C_e	0	1000	0	(CD2549)	secondary transporters
Trans_uri	uridine transport	uri[e] + h[e] --> h[c] + uri[c]	false	C_c, C_e	0	1000	0		secondary transporters
Trans_ura	uracil transport	ura[e] + h[e] --> h[c] + ura[c]	false	C_c, C_e	0	1000	0	(uraA) or (CD3180)	secondary transporters
Trans_h3	sodium ion:proton antiporter	na[e] + h[c] <==> na[c] + h[e]	true	C_c, C_e	-1000	1000	0	(CD0449) or (CD1655) or (CD2734) or (CD2102) or (CD2669a)	secondary transporters
Trans_ca2	Calcium:Sodium antiport	ca2[e] + na[c] --> ca2[c] + na[e]	false	C_c, C_e	0	1000	0	(CD0760)	secondary transporters
Trans_xyld2	D-xylose Transport	xyld[e] + h[e] --> xyld[c] + h[c]	false	C_c, C_e	0	1000	0	(CD2549)	secondary transporters
Trans_ac	Acetate Transport	ac[c] + h[c] <==> ac[e] + h[e]	true	C_c, C_e	-1000	1000	0		secondary transporters
Trans_glcn	gluconate permease	glcn[e] + h[e] --> glcn[c] + h[c]	false	C_c, C_e	0	1000	0	(CD2812) or (CD1737)	secondary transporters
Trans_pi	sodium-dependent phosphate transporter	pi[e] + na[e] --> pi[c] + na[c]	false	C_c, C_e	0	1000	0	(CD3286) or (CD1729)	secondary transporters
Trans_dad	deoxyadenosine transport	dad[e] + h[e] --> h[c] + dad[c]	false	C_c, C_e	0	1000	0		secondary transporters
Trans_dcyt	deoxycytidine transport	dcyt[e] + h[e] --> h[c] + dcyt[c]	false	C_c, C_e	0	1000	0		secondary transporters
Trans_celb2	cellobiose import	celb[e] + h[e] --> celb[c] + h[c]	false	C_c, C_e	0	1000	0	(CD2549)	secondary transporters
Trans_thymd	thymidine transport	thymd[e] + h[e] --> h[c] + thymd[c]	false	C_c, C_e	0	1000	0		secondary transporters
Trans_malS	(S)-malate transport	malS[e] + h[c] --> malS[c] + h[e]	false	C_c, C_e	0	1000	0	(CD2124) or (CD3169)	secondary transporters
Trans_ribflv	riboflavin transport	ribflv[e] + h[e] <==> ribflv[c] + h[c]	true	C_c, C_e	-1000	1000	0		secondary transporters
Trans_hxan	hypoxanthine transport	hxan[e] + h[e] --> h[c] + hxan[c]	false	C_c, C_e	0	1000	0		secondary transporters
Trans_2dh3dg	2-keto-3-deoxygluconate permease	2dh3dg[e] + h[e] --> 2dh3dg[c] + h[c]	false	C_c, C_e	0	1000	0	(CD3004) or (kdgT)	secondary transporters
Trans_h2	sodium:H+ symporter	na[e] + h[e] --> na[c] + h[c]	false	C_c, C_e	0	1000	0	(CD3575) or (CD2239) or (CD2202) or (CD0682) or (CD0657) or (CD3616)	secondary transporters
Trans_sor	D-sorbitol import	sor[e] + h[e] --> sor[c] + h[c]	false	C_c, C_e	0	1000	0	(CD2549)	secondary transporters
Trans_malt2	maltose import	malt[e] + h[e] --> malt[c] + h[c]	false	C_c, C_e	0	1000	0	(CD2549)	secondary transporters
Trans_k2	potassium ion uptake	k[e] + h[e] --> k[c] + h[c]	false	C_c, C_e	0	1000	0	(trkH)	secondary transporters
Trans_csn	cytosine:H+ cotransport	csn[e] + h[e] --> csn[c] + h[c]	false	C_c, C_e	0	1000	0	(CD2738) or (CD1716)	secondary transporters
Trans_sucr2	sucrose import	sucr[e] + h[e] --> sucr[c] + h[c]	false	C_c, C_e	0	1000	0	(CD2549)	secondary transporters
Trans_ins	inosine transport	ins[e] + h[e] --> h[c] + ins[c]	false	C_c, C_e	0	1000	0		secondary transporters
Trans_4abg	aminobenzoyl-glutamate transport	4abg[e] + h[e] --> 4abg[c] + h[c]	false	C_c, C_e	0	1000	0	(abgT) or (CD3100)	secondary transporters
Trans_arab	L-arabinose import	arab[e] + h[e] --> arab[c] + h[c]	false	C_c, C_e	0	1000	0	(CD2549)	secondary transporters
Trans_acnam	Transport of N-acetylneuraminate	acnam[e] + h[e] --> acnam[c] + h[c]	false	C_c, C_e	0	1000	0	(CD2549)	secondary transporters
Trans_xan	xanthine permease	xan[e] + h[e] --> xan[c] + h[c]	false	C_c, C_e	0	1000	0	(pbuX) or (CD2091) or (CD2090)	secondary transporters
Trans_gal	beta-D-galactose import	gal[e] + h[e] --> gal[c] + h[c]	false	C_c, C_e	0	1000	0	(CD2549)	secondary transporters
Trans_so	sodium:sulfite symporter	na[e] + so3[e] --> na[c] + so3[c]	false	C_c, C_e	0	1000	0	(CD0798) or (CD2109)	secondary transporters
Trans_xan2	xanthine:uracil cotransport	xan[e] + ura[e] --> xan[c] + ura[c]	false	C_c, C_e	0	1000	0	(CD2107)	secondary transporters
Trans_alaL	sodium ion:alanine symporter	na[e] + alaL[e] --> na[c] + alaL[c]	false	C_c, C_e	0	1000	0	(CD1696) or (CD2276) or (CD2422)	secondary transporters
Trans_adn	adenosine transport	adn[e] + h[e] --> h[c] + adn[c]	false	C_c, C_e	0	1000	0		secondary transporters
Trans_glc2	beta-D-glucose import	glc[e] + h[e] --> glc[c] + h[c]	false	C_c, C_e	0	1000	0		secondary transporters
Trans_gluL2	glutamate:sodium cotransport	gluL[e] + (2) na[e] --> gluL[c] + (2) na[c]	false	C_c, C_e	0	1000	0	(gltC) or (CD2541)	secondary transporters
Trans_chor	chorismate transport	chor[e] + h[e] <==> chor[c] + h[c]	true	C_c, C_e	-1000	1000	0		secondary transporters
Trans_aspL	proton/sodium ion:glutamate/aspartate symporter	na[e] + aspL[e] --> na[c] + aspL[c]	false	C_c, C_e	0	1000	0	(CD2541)	secondary transporters
