REACTION ID	NAME	REACTION DEFINITION	REACTION EQUATION	ENZYME	ASSOCIATED PEG	SUBSYSTEM CLASS	REACTION CLASS	KEGG	STATUS IN Oh et al model	MODEL IDs	DELTAG (kcal/mol)	DELTAGERR (kcal/mol)	MMDELTAG (kcal/mol)	PREDICTED DIRECTIONALITY	THERMODYNAMIC CLASS
rxn03407	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-|L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine|L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine|glutamine synthetase (uaaGgla)	ATP + NH3 + Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine => ADP + Phosphate + H+ + Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine	cpd00002 + cpd00013 + cpd03491 => cpd00008 + cpd00009 + cpd00067 + cpd03492	6.3.1.2	peg.1750	Cell Wall and Capsule	Blocked	R05030	NOT IN MODEL	iNJ661:GLNSP2	-2.09	0.89	-2.09	=>	IRREVERSIBLE BY POINTS
rxn03408	UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase|UAGPT3|UDP-N-acetylglucosamine-N-acetylmuramyl--pentapeptidepyrophosphoryl-undecaprenolN-acetylglucosaminetransferase|udp-n-acetylglucosamine:n-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol n-acetylglucosamine transferase	UDP-N-acetylglucosamine + Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine <=> UDP + Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala	cpd00037 + cpd03494 <=> cpd00014 + cpd03495	2.4.1.227	peg.1524	Cell Wall and Capsule	Positive	R05032	UAGPT3	iIT341:UAGPT3|iJR904:UAGPT3|iAbaylyiv4:NACGLCTRANS-RXN|iYO844:UAGPT3|iNJ661:UAGPT3|iSB619:UAGPT3|iAF1260:UAGPT3|iJN746:UAGPT3	-1.70	0.63	-1.70	<=>	REVERSIBLE BY MM DELTAG
rxn03409	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-|L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-|alanine:ammonia ligase (ADP-forming)|alanine:ammonia ligase (ADP-forming)|glutamine synthetase (uaagmda)	ATP + NH3 + Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala => ADP + Phosphate + H+ + Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutaminyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	cpd00002 + cpd00013 + cpd03495 => cpd00008 + cpd00009 + cpd00067 + cpd03496	6.3.1.2	peg.1750	Cell Wall and Capsule	Blocked	R05033	NOT IN MODEL	iNJ661:GLNSP3	-2.09	0.89	-2.09	=>	IRREVERSIBLE BY POINTS
rxn03424	L-erythro-4-Hydroxyglutamate:NAD+ oxidoreductase|L-4-hydroxyglutamate semialdehyde dehydrogenase, mitochondrial|_4HGLSD|L-4-hydroxyglutamatesemialdehydedehydrogenase-mitochondrial	2 H+ + NADH + 4-Hydroxy-L-glutamate <=> NAD + H2O + L-4-Hydroxyglutamatesemialdehyde	2 cpd00067 + cpd00004 + cpd01974 <=> cpd00003 + cpd00001 + cpd03530	1.5.1.12|1.5.99.8	peg.3784|peg.322	Amino Acids and Derivatives	Blocked	R05051	NOT IN MODEL	iIT341:_4HGLSD|iND750:4HGLSDm	9.80	1.18	9.80	<=>	REVERSIBLE BY POINTS
rxn03435	(R)-2,3-Dihydroxy-3-methylpentanoate:NADP+ oxidoreductase|(isomerizing)	TPN + 2,3-Dihydroxy-3-methylvalerate <=> H+ + TPNH + (R)-3-Hydroxy-3-methyl-2-oxopentanoate	cpd00006 + cpd02535 <=> cpd00067 + cpd00005 + cpd10162	1.1.1.86	peg.2832	Amino Acids and Derivatives	Variable	R05068	NOT IN MODEL		6.22	1.10	6.22	<=>	REVERSIBLE BY POINTS
rxn03436	(S)-2-Aceto-2-hydroxybutanoate:NADP+ oxidoreductase (isomerizing)	2-Aceto-2-hydroxybutanoate <=> (R)-3-Hydroxy-3-methyl-2-oxopentanoate	cpd00498 <=> cpd10162	1.1.1.86|5.4.99.3	peg.2832	Amino Acids and Derivatives	Variable	R05069	NOT IN MODEL		2.46	0.18	2.46	<=>	REVERSIBLE BY POINTS
rxn03437	(R)-2,3-Dihydroxy-3-methylpentanoate hydro-lyase|Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)|dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate), mitochondrial|dihydroxy-acid dehydratase	2,3-Dihydroxy-3-methylvalerate => H2O + 3MOP	cpd02535 => cpd00001 + cpd00508	4.2.1.9	peg.2193	Amino Acids and Derivatives	Positive variable	R05070	DHAD2	iJR904:DHAD2|iAO358:rll_211|iAG612:rbs_24|iAF692:DHAD2|iSB619:DHAD2|iAF1260:DHAD2|iAbaylyiv4:DIHYDROXYMETVALDEHYDRAT-RXN|iND750:DHAD2m|iYO844:DHAD2|iNJ661:DHAD2|iJN746:DHAD2	-6.75	0.68	-6.75	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn03445	O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase|phosphohydroxythreonine transaminase	2-Oxoglutarate + 4-(Phosphonooxy)-threonine <=> GLU + 2-Oxo-3-hydroxy-4-phosphobutanoate	cpd00024 + cpd03607 <=> cpd00023 + cpd03606	2.6.1.52	peg.1002	Cofactors, Vitamins, Prosthetic Groups, Pigments	Blocked	R05085	NOT IN MODEL	iJR904:OHPBAT|iAbaylyiv4:PSERTRANSAMPYR-RXN|iND750:OHPBAT|iNJ661:OHPBAT|iAF1260:OHPBAT|iJN746:OHPBAT	0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn03481	Arbutin 6-phosphate glucohydrolase|6-phospho-beta-glucosidase	H2O + Arbutin-6P <=> Quinol + beta-D-Glucose 6-phosphate	cpd00001 + cpd03697 <=> cpd00415 + cpd00863	3.2.1.86	peg.3861|peg.4017	Carbohydrates	Blocked	R05133	NOT IN MODEL	iAO358:rll_72	-3.11	0.69	-7.21	<=>	REVERSIBLE BY POINTS
rxn03482	Salicin 6-phosphate glucohydrolase|6-phospho-beta-glucosidase	H2O + Salicin-6P <=> beta-D-Glucose 6-phosphate + Saligenin	cpd00001 + cpd03698 <=> cpd00863 + cpd01553	3.2.1.86	peg.3861|peg.4017	Carbohydrates	Blocked	R05134	NOT IN MODEL	iAO358:rll_71	-3.11	0.69	-7.21	<=>	REVERSIBLE BY POINTS
rxn03483	2',3'-Cyclic GMP 3'-nucleotidohydrolase|2',3'-cyclic-nucleotide phosphodiesterase (GMP) (periplasm)|2',3'-cyclic-nucleotide 2'-phosphodiesterase (2',3' -cyclic GMP)	H2O + 2',3'-Cyclic GMP => Gp	cpd00001 + cpd03702 => cpd03701	3.1.4.16	peg.784	Nucleosides and Nucleotides	Blocked	R05135	23CN2P4	iYO844:23CN2P4|iAF1260:23PDE9pp	-7.73	2.15	-7.73	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn03599	Chloroacetic acid halidohydrolase	H2O + Chloroacetic acid <=> H+ + Glycolate + HCl	cpd00001 + cpd04135 <=> cpd00067 + cpd00139 + cpd00099	3.8.1.2|3.8.1.3	peg.2897	Carbohydrates	Blocked	R05287	NOT IN MODEL		UNKNOWN	UNKNOWN	UNKNOWN	<=>	REVERSIBLE BY POINTS
rxn03638	Acetyl-CoA:D-glucosamine-1-phosphate N-acetyltransferase|glucosamine-1-phosphate N-acetyltransferase|Acetyl-CoA:D-glucosamine-1-phosphate N-acetyltransferase|G1PACT|acetyltransferase|glucosamine-1-phosphateN-acetyltransferase	Acetyl-CoA + D-Glucosamine1-phosphate => H+ + CoA + N-Acetyl-D-glucosamine1-phosphate	cpd00022 + cpd03671 => cpd00067 + cpd00010 + cpd02611	2.3.1.157	peg.50	Cell Wall and Capsule	Positive	R05332	G1PACTr	iJR904:G1PACT|iAO358:rll_161|iAF692:G1PACT|iSB619:G1PACT|iAF1260:G1PACT|iIT341:G1PACT|iAbaylyiv4:GLUCOSAMINE1PACETYL-RXN|iYO844:G1PACTr|iPS189:G1PACT|iNJ661:G1PACT|iJN746:G1PACT	-5.29	1.26	-5.29	=>	IRREVERSIBLE BY POINTS
rxn03643	D-arabino-3-Hexulose 6-phosphate formaldehyde-lyase	D-Ribulose5-phosphate + Methanal <=> D-arabino-6-Phospho-hex-3-ulose	cpd00171 + cpd00055 <=> cpd03583	4.1.2.-	peg.347	Carbohydrates	Negative variable	R05338	NOT IN MODEL		-5.22	0.54	-1.12	<=>	REVERSIBLE BY MM DELTAG
rxn03644		D-arabino-6-Phospho-hex-3-ulose <=> Neuberg ester	cpd03583 <=> cpd00072	5.-.-.-	peg.346	Carbohydrates	Negative variable	R05339	NOT IN MODEL		-1.75	1.29	-1.75	<=>	REVERSIBLE BY MM DELTAG
rxn03690	2-Hydroxy-5-methyl-cis,cis-muconate 2-Oxo-5-methyl-cis-muconate|isomerase|4-oxalocrotonate tautomerase (pXylene)	2-Hydroxy-5-methyl-cis,cis-muconate <=> 2-Oxo-5-methyl-cis-muconate	cpd04651 <=> cpd04652	5.3.2.-	peg.3760	Metabolism of Aromatic Compounds	Blocked	R05389	NOT IN MODEL	iJN746:4OT2	-4.39	0.98	-4.39	<=>	REVERSIBLE BY POINTS
rxn03838		H2O + Manninotriose <=> Melibiose + GALC	cpd00001 + cpd03200 <=> cpd03198 + cpd00108	3.2.1.22	peg.3033	Carbohydrates	Blocked	R05549	NOT IN MODEL		-3.11	0.69	-7.21	<=>	REVERSIBLE BY POINTS
rxn03839	AMID5|amidase	NH3 + Acrylate <= H2O + Acrylamide	cpd00013 + cpd00400 <= cpd00001 + cpd01150	3.5.1.4	peg.1359	Carbohydrates	Blocked	R05551	NOT IN MODEL	iIT341:AMID5	4.72	0.88	8.82	<=	IRREVERSIBLE BY POINTS
rxn03841	4-amino-4-deoxychorismate pyruvate-lyase|4-aminobenzoate synthase|4-amino-4-deoxychorismate pyruvate-lyase|ADCL|4-aminobenzoatesynthase|4-amino-4-deoxychorismate lyase	ADC => H+ + Pyruvate + ABEE	cpd08210 => cpd00067 + cpd00020 + cpd00443	4.1.3.38	peg.76	Cofactors, Vitamins, Prosthetic Groups, Pigments	Positive variable	R05553	ADCL	iIT341:ADCL|iJR904:ADCL|iAbaylyiv4:ADCLY-RXN|iYO844:ADCL|iND750:ADCL|iNJ661:ADCL|iSB619:ADCL|iAF1260:ADCL|iJN746:ADCL	-36.97	1.64	-41.07	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn03842	Ureidoglycine aminohydrolase	H2O + Ureidoglycine <=> NH3 + Ureidoglycolate	cpd00001 + cpd01419 <=> cpd00013 + cpd00465	3.5.3.9	peg.3259	Nucleosides and Nucleotides	Blocked	R05554	NOT IN MODEL	iAG612:rbs_583	2.47	0.74	-1.63	<=>	REVERSIBLE BY MM DELTAG
rxn03852	UDP-N-acetyl-D-mannosamine:N-acetyl-beta-D-|glucosaminyldiphosphoundecaprenol|beta-1,4-N-acetylmannosaminyltransferase	UDP-N-acetyl-D-mannosamine + Undecaprenyl diphospho N-acetyl-glucosamine <=> UDP + N-Acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D- glucosaminyldiphosphoundecaprenol	cpd00861 + cpd00946 <=> cpd00014 + cpd02967	2.4.1.187	peg.3582	Cell Wall and Capsule	Positive	R05566	NOT IN MODEL		-1.70	0.63	-1.70	<=>	REVERSIBLE BY MM DELTAG
rxn03856	Galactitol-1-phosphate:NAD oxidoreductase|Galactitol-1-phosphate dehydrogenase	NAD + Galactitol 1-phosphate <=> H+ + NADH + D-Tagatose 6-phosphate	cpd00003 + cpd03752 <=> cpd00067 + cpd00004 + cpd00805	1.1.1.251	GROWMATCH	Carbohydrates	Blocked	R05571	GLTPD	iJR904:GLTPD|iYO844:GLTPD|iAF1260:GLTPD	2.01	1.70	2.01	<=>	REVERSIBLE BY POINTS
rxn03869	Acylamide aminohydrolase	H2O + Benzamide => NH3 + Benzoate	cpd00001 + cpd06707 => cpd00013 + cpd00153	3.5.1.4	peg.1359	Metabolism of Aromatic Compounds	Blocked	R05590	NOT IN MODEL		-4.72	0.88	-8.82	=>	IRREVERSIBLE BY POINTS
rxn03884	2-dehydro-3-deoxy-D-gluconate-6-phosphate|D-glyceraldehyde-3-phosphate-lyase|2-dehydro-3-deoxy-phosphogluconate aldolase|D-glyceraldehyde-3-phosphate-lyase|EDA|2-dehydro-3-deoxyphosphogluconate aldolase|2-dehydro-3-deoxy-phosphogluconatealdolase	2-Keto-3-deoxy-6-phosphogluconate <=> Glyceraldehyde3-phosphate + Pyruvate	cpd02711 <=> cpd00102 + cpd00020	4.1.2.14	peg.2215	Carbohydrates	Negative variable	R05605	EDA	iIT341:EDA|iJR904:EDA|iAbaylyiv4:KDPGALDOL-RXN|iAO358:rll_217|iAG612:rbs_38|iYO844:EDA|iAF1260:EDA|iJN746:EDA	0.75	0.29	-3.35	<=>	REVERSIBLE BY POINTS
rxn03885	D-mannonate hydro-lyase|D-mannonate hydrolyase|D-mannonate dehydratase	D-Mannonate => H2O + 2-keto-3-deoxygluconate	cpd00403 => cpd00001 + cpd00176	4.2.1.8	peg.1235	Carbohydrates	Blocked	R05606	MNNH	iJR904:MNNH|iAO358:rll_447|iAG612:rbs_270|iYO844:MNNH|iAF1260:MNNH	-8.17	0.69	-8.17	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn03887	D-galactarate hydro-lyase|galactarate dehydratase	D-Mucic acid => H2O + 5-Dehydro-4-deoxy-D-glucarate	cpd00652 => cpd00001 + cpd00515	4.2.1.42	peg.252	Carbohydrates	Blocked	R05608	GALCTD	iJR904:GALCTD|iAbaylyiv4:GALACTARDEHYDRA-RXN|iYO844:GALCTD|iAF1260:GALCTD	-8.17	0.69	-8.17	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn03891	trans-hexaprenyltranstransferase	Isopentenyldiphosphate + all-trans-Hexaprenyl diphosphate => PPi + all-trans-Heptaprenyl diphosphate	cpd00113 + cpd00906 => cpd00012 + cpd02590	2.5.1.30	peg.2278+peg.2280	Cofactors, Vitamins, Prosthetic Groups, Pigments	Positive	R05612	HEXTT	iYO844:HEXTT|iSB619:HEXTT	-13.00	0.67	-13.00	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn03892	PPTT|trans-pentaprenyltranstransferase	Isopentenyldiphosphate + pendp => PPi + all-trans-Hexaprenyl diphosphate	cpd00113 + cpd02591 => cpd00012 + cpd00906	2.5.1.33	peg.2278+peg.2280	Fatty Acids and Lipids	Positive	R05613	PPTT	iYO844:PPTT	-13.00	0.67	-13.00	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn03901	Undecaprenyl-diphosphate phosphohydrolase|undecaprenyl-diphosphatase|undecaprenyl-diphosphatase (periplasm)|Undecaprenyl-diphosphate phosphohydrolase|UDCPDP|Undecaprenyl-diphosphatase	H2O + Undecaprenyldiphosphate => Phosphate + H+ + Undecaprenylphosphate	cpd00001 + cpd02229 => cpd00009 + cpd00067 + cpd00286	3.6.1.27	peg.3118	Cell Wall and Capsule	Positive	R05627	UDCPDP	iIT341:UDCPDP|iJR904:UDCPDP|iAbaylyiv4:UNDECAPRENYL-DIPHOSPHATASE-RXN|iAO358:rll_601|iYO844:UDCPDP|iNJ661:UDCPDP|iAF1260:UDCPDP:UDCPDPpp|iJN746:UDCPDP	-6.82	0.72	-10.92	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn03904	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala):undecaprenyl-|phosphate phospho-N-acetylmuramoyl-pentapeptide-transferase|phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)|phosphate phospho-N-acetylmuramoyl-pentapeptide-transferase|PAPPT3|phospho-N-acetylmuramoyl-pentapeptide-transferase-meso-2-6-diaminopimelate|phospho-n-acetylmuramoyl-pentapeptide transferase	Undecaprenylphosphate + UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl- D-alanine <=> UMP + Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	cpd00286 + cpd02968 <=> cpd00091 + cpd03494	2.7.8.13	peg.1521	Cell Wall and Capsule	Positive	R05630	PAPPT3	iIT341:PAPPT3|iJR904:PAPPT3|iAbaylyiv4:PHOSNACMURPENTATRANS-RXN|iYO844:PAPPT3|iNJ661:PAPPT3|iSB619:PAPPT3|iAF1260:PAPPT3|iJN746:PAPPT3	0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn03906		2 H+ + NADH + O2 + 1-Hydroxy-2-naphthoate => NAD + H2O + CO2 + 1,2-Naphthalenediol	2 cpd00067 + cpd00004 + cpd00007 + cpd02045 => cpd00003 + cpd00001 + cpd00011 + cpd01932	1.14.13.1	peg.723	Metabolism of Aromatic Compounds	Blocked	R05632	NOT IN MODEL		-95.93	1.39	-93.19	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn03907	CTP: 2-C-Methyl-D-erythritol 4-phosphate cytidylyltransferase|2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase|CTP: 2-C-Methyl-D-erythritol 4-phosphate cytidylyltransferase|MEPCT|2-C-methyl-D-erythritol4-phosphatecytidylyltransferase|2-c-methyl-d-erythritol 4-phosphate cytidylyltransferase	CTP + 2-C-methyl-D-erythritol4-phosphate <=> PPi + 4--cytidine5-diphospho-2-C-methyl-D-erythritol	cpd00052 + cpd08286 <=> cpd00012 + cpd08287	2.7.7.60	peg.90	Cofactors, Vitamins, Prosthetic Groups, Pigments	Positive	R05633	MEPCT	iIT341:MEPCT|iJR904:MEPCT|iAbaylyiv4:RXN0-277|iYO844:MEPCT|iNJ661:MEPCT|iSB619:MEPCT|iAF1260:MEPCT|iJN746:MEPCT	1.07	0.75	1.07	<=>	REVERSIBLE BY MM DELTAG
rxn03908	ATP: 4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol|2-phosphotransferase|4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase|2-phosphotransferase|CDPMEK|4--cytidine5-diphospho-2-C-methyl-D-erythritolkinase|4-diphosphocytidyl-2-c-methyl-d-erythritol kinase	ATP + 4--cytidine5-diphospho-2-C-methyl-D-erythritol <=> ADP + 2-phospho-4--cytidine5-diphospho-2-C-methyl-D-erythritol	cpd00002 + cpd08287 <=> cpd00008 + cpd08288	2.7.1.148	peg.46	Cofactors, Vitamins, Prosthetic Groups, Pigments	Positive	R05634	CDPMEK	iIT341:CDPMEK|iJR904:CDPMEK|iAbaylyiv4:R142-RXN|iYO844:CDPMEK|iNJ661:CDPMEK|iSB619:CDPMEK|iAF1260:CDPMEK|iJN746:CDPMEK	-4.50	0.24	-4.50	<=>	REVERSIBLE BY POINTS
rxn03909	1-Deoxy-D-xylulose-5-phosphate pyruvate-lyase (carboxylating)|1-deoxy-D-xylulose 5-phosphate synthase|1-Deoxy-D-xylulose-5-phosphate pyruvate-lyase (carboxylating)|DXPS|1-deoxy-D-xylulose5-phosphatesynthase|1-deoxy-d-xylulose 5-phosphate synthase	H+ + Glyceraldehyde3-phosphate + Pyruvate => CO2 + 1-deoxy-D-xylulose5-phosphate	cpd00067 + cpd00102 + cpd00020 => cpd00011 + cpd08289	2.2.1.7	peg.2431	Cofactors, Vitamins, Prosthetic Groups, Pigments	Positive	R05636	DXPS	iIT341:DXPS|iJR904:DXPS|iAbaylyiv4:DXS-RXN|iYO844:DXPS|iPS189:DXPS|iNJ661:DXPS|iAF1260:DXPS|iJN746:DXPS	-8.11	0.60	-9.48	=>	IRREVERSIBLE BY POINTS
rxn03910	2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol|CMP-lyase (cyclizing)|2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase|CMP-lyase (cyclizing)|MECDPS|2-C-methyl-D-erythritol2-4-cyclodiphosphatesynthase|2c-methyl-d-erythritol 2,4-cyclodiphosphate synthase	2-phospho-4--cytidine5-diphospho-2-C-methyl-D-erythritol <=> CMP + 2-C-methyl-D-erythritol2-4-cyclodiphosphate	cpd08288 <=> cpd00046 + cpd08301	4.6.1.12	peg.91	Cofactors, Vitamins, Prosthetic Groups, Pigments	Positive	R05637	MECDPS	iIT341:MECDPS|iJR904:MECDPS|iAbaylyiv4:RXN0-302|iYO844:MECDPS|iNJ661:MECDPS|iAF1260:MECDPS|iJN746:MECDPS	26.77	2.26	22.67	<=	IRREVERSIBLE BY DELTAG MINMAX
rxn03931		H2O + DKDI => H+ + DKH	cpd00001 + cpd02631 => cpd00067 + cpd04242		peg.3978	Carbohydrates	Blocked	R05660	NOT IN MODEL	iAG612:rbs_221	-10.90	1.13	-10.90	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn03932	ATP:5-dehydro-2-deoxy-D-gluconate 6-phosphotransferase	ATP + DKH <=> ADP + DKHP	cpd00002 + cpd04242 <=> cpd00008 + cpd02721	2.7.1.92	peg.3979+peg.3980	Carbohydrates	Blocked	R05661	NOT IN MODEL	iAG612:rbs_32	-4.50	0.24	-4.50	<=>	REVERSIBLE BY POINTS
rxn03958	1-Deoxy-D-xylulose-5-phosphate isomeroreductase|1-deoxy-D-xylulose reductoisomerase|1-deoxy-D-xylulose-5-phosphate reductoisomerase|1-Deoxy-D-xylulose-5-phosphate isomeroreductase|DXPRIi|1-deoxy-D-xylulosereductoisomerase|1-deoxy-d-xylulose reductoisomerase	TPN + 2-C-methyl-D-erythritol4-phosphate <=> H+ + TPNH + 1-deoxy-D-xylulose5-phosphate	cpd00006 + cpd08286 <=> cpd00067 + cpd00005 + cpd08289	1.1.1.267	peg.1658	Cofactors, Vitamins, Prosthetic Groups, Pigments	Negative	R05688	DXPRIi	iIT341:DXPRIi|iJR904:DXPRIi|iAbaylyiv4:DXPREDISOM-RXN|iYO844:DXPRIi|iNJ661:DXPRIi|iAF1260:DXPRIi|iJN746:DXPRIi	5.18	1.12	5.18	<=>	REVERSIBLE BY POINTS
rxn03975	FMNH2:NADP+ oxidoreductase|FMN reductase|FMNH2:NADP+ oxidoreductase|NAD(P)H-flavin oxidoreductase|FLDO|FMN reductase (NADPH dependent)|NAD-PH-flavinoxidoreductase	TPN + FMNH2 <= H+ + TPNH + FMN	cpd00006 + cpd01270 <= cpd00067 + cpd00005 + cpd00050	1.5.1.29	peg.3816|peg.783|peg.566|peg.548|peg.1959	Cofactors, Vitamins, Prosthetic Groups, Pigments	Blocked	R05706	FMNRy	iIT341:FLDO|iYO844:FMNRy|iSB619:FLDO|iAF1260:FMNRx2|iJN746:FMNRx2	18.85	2.10	18.85	<=	IRREVERSIBLE BY DELTAG MINMAX
rxn03976	reduced-riboflavin:NADP+ oxidoreductase|flavin reductase	TPN + Reduced riboflavin <= H+ + TPNH + RIBF	cpd00006 + cpd00739 <= cpd00067 + cpd00005 + cpd00220	1.5.1.30	peg.3816|peg.783|peg.387|peg.566|peg.548|peg.1959	Cofactors, Vitamins, Prosthetic Groups, Pigments	Blocked	R05707	FLVR	iYO844:FLVR|iSB619:FLVR|iAF1260:FLVR	18.85	2.10	18.85	<=	IRREVERSIBLE BY DELTAG MINMAX
rxn03990	nitric oxide, NAD(P)H2:oxygen oxidoreductase|nitric oxide dioxygenase	NADH + 2 O2 + 2 NO <=> H+ + NAD + 2 Nitrate	cpd00004 + 2 cpd00007 + 2 cpd00418 <=> cpd00067 + cpd00003 + 2 cpd00209	1.14.12.17	peg.1306	Cofactors, Vitamins, Prosthetic Groups, Pigments	Positive variable	R05724	NOT IN MODEL	iAF1260:NODOx	UNKNOWN	2.27	UNKNOWN	<=>	REVERSIBLE BY POINTS
rxn03991	nitric oxide, NADPH2:oxygen oxidoreductase|nitric oxide dioxygenase	TPNH + 2 O2 + 2 NO <=> H+ + TPN + 2 Nitrate	cpd00005 + 2 cpd00007 + 2 cpd00418 <=> cpd00067 + cpd00006 + 2 cpd00209	1.14.12.17	peg.1306	Cofactors, Vitamins, Prosthetic Groups, Pigments	Positive variable	R05725	NOT IN MODEL	iAF1260:NODOy	UNKNOWN	2.27	UNKNOWN	<=>	REVERSIBLE BY POINTS
rxn04036	(R)-2-phospho-3-sulfolactate phosphohydrolase	H2O + (2R)-Phosphosulfolactate => Phosphate + H+ + (2R)-3-Sulfolactate	cpd00001 + cpd08366 => cpd00009 + cpd00067 + cpd08367	3.1.3.71	peg.1094	Sulfur Metabolism	Blocked	R05789	NOT IN MODEL		-2.32	0.74	-6.42	=>	IRREVERSIBLE BY POINTS
rxn04068	Glycocholate amidohydrolase	H2O + Glycocholate <=> Gly + Cholate	cpd00001 + cpd01318 <=> cpd00033 + cpd00526	3.5.1.24	peg.3959	Cofactors, Vitamins, Prosthetic Groups, Pigments	Blocked	R05835	NOT IN MODEL		-0.46	0.85	-4.56	<=>	REVERSIBLE BY POINTS
rxn04082	L-ribulose-5-phosphate 4-epimerase|L-ribulose-phosphate 4-epimerase	L-Ribulose 5-phosphate <=> D-Xylulose5-phosphate	cpd00808 <=> cpd00198	5.1.3.4	peg.2881	Carbohydrates	Negative variable	R05850	RBP4E	iJR904:RBP4E|iAG612:rbs_423|iYO844:RBP4E|iAF1260:RBP4E	0.00	2.00	0.00	<=>	REVERSIBLE BY MM DELTAG
rxn04092	D-alanine:oxygen oxidoreductase (deaminating)|D-amino acid oxidase|D-alanine:oxygen oxidoreductase (deaminating)|D-Alanine Oxidase	O2 + D-Ala + H2O => Pyruvate + NH3 + H2O2	cpd00007 + cpd00117 + cpd00001 => cpd00020 + cpd00013 + cpd00025	1.4.3.3|1.4.3.19	peg.1168	Cofactors, Vitamins, Prosthetic Groups, Pigments	Positive variable	R05861	DAMOX_ALA	iYO844:DAMOX_ALA|iNJ661:DALAOX	-23.02	1.06	-23.02	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn04113	isopentenyl-diphosphate:NAD(P)+ oxidoreductase	H+ + TPNH + 1-Hydroxy-2-methyl-2-butenyl 4-diphosphate => TPN + H2O + Isopentenyldiphosphate	cpd00067 + cpd00005 + cpd08615 => cpd00006 + cpd00001 + cpd00113	1.17.1.2	peg.2520	Cofactors, Vitamins, Prosthetic Groups, Pigments	Positive variable	R05884	NOT IN MODEL		-16.86	1.23	-16.86	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn04132		H2O + 5-Hydroxyisourate => CO2 + (R)-Allantoin	cpd00001 + cpd08625 => cpd00011 + cpd01567		SPONTANEOUS	Carbohydrates	Blocked	R06063	NOT IN MODEL		-39.34	3.68	-44.81	=>	IRREVERSIBLE BY DELTAG MINMAX
rxn04133		H2O + 5-Hydroxyisourate => CO2 + Allantoin	cpd00001 + cpd08625 => cpd00011 + cpd01092		SPONTANEOUS	Carbohydrates	Blocked	R06064	NOT IN MODEL		-39.34	3.68	-44.81	=>	IRREVERSIBLE BY DELTAG MINMAX
