Unoptimized model						Gap filled model						Optimized model				
False negatives	False positives	Correct negatives	Correct positives			False negatives	False positives	Correct negatives	Correct positives			False negatives	False positives	Correct negatives	Correct positives	
Correct negative	Gene KO	ArgonneLBMedia	peg.3082	rxn02831		Correct negative	Gene KO	ArgonneLBMedia	peg.3082	rxn02831		Correct negative	Gene KO	ArgonneLBMedia	peg.3083	rxn05024
Correct negative	Gene KO	ArgonneLBMedia	peg.3083	rxn05024		Correct negative	Gene KO	ArgonneLBMedia	peg.3083	rxn05024		Correct negative	Gene KO	ArgonneLBMedia	peg.3085	"rxn00203,rxn04675"
Correct negative	Gene KO	ArgonneLBMedia	peg.3085	"rxn00203,rxn04675"		Correct negative	Gene KO	ArgonneLBMedia	peg.3085	"rxn00203,rxn04675"		Correct negative	Gene KO	ArgonneLBMedia	peg.31	rxn05294
Correct negative	Gene KO	ArgonneLBMedia	peg.31	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.31	rxn05294		False positive	Gene KO	ArgonneLBMedia	peg.314	rxn00138
Correct negative	Gene KO	ArgonneLBMedia	peg.314	rxn00138		Correct negative	Gene KO	ArgonneLBMedia	peg.314	rxn00138		False positive	Gene KO	ArgonneLBMedia	peg.3163	rxn05209
False positive	Gene KO	ArgonneLBMedia	peg.3163	rxn05209		False positive	Gene KO	ArgonneLBMedia	peg.3163	rxn05209		False positive	Gene KO	ArgonneLBMedia	peg.3164	rxn05209
False positive	Gene KO	ArgonneLBMedia	peg.3164	rxn05209		False positive	Gene KO	ArgonneLBMedia	peg.3164	rxn05209		False positive	Gene KO	ArgonneLBMedia	peg.3165	rxn05209
False positive	Gene KO	ArgonneLBMedia	peg.3165	rxn05209		False positive	Gene KO	ArgonneLBMedia	peg.3165	rxn05209		False positive	Gene KO	ArgonneLBMedia	peg.3166	rxn05209
False positive	Gene KO	ArgonneLBMedia	peg.3166	rxn05209		False positive	Gene KO	ArgonneLBMedia	peg.3166	rxn05209		False positive	Gene KO	ArgonneLBMedia	peg.3168	rxn05209
False positive	Gene KO	ArgonneLBMedia	peg.3168	rxn05209		False positive	Gene KO	ArgonneLBMedia	peg.3168	rxn05209		False positive	Gene KO	ArgonneLBMedia	peg.3178	rxn01265
False positive	Gene KO	ArgonneLBMedia	peg.3178	rxn01265		False positive	Gene KO	ArgonneLBMedia	peg.3178	rxn01265		Correct negative	Gene KO	ArgonneLBMedia	peg.3217	rxn05289
Correct negative	Gene KO	ArgonneLBMedia	peg.3217	rxn05289		Correct negative	Gene KO	ArgonneLBMedia	peg.3217	rxn05289		Correct negative	Gene KO	ArgonneLBMedia	peg.3223	rxn01974
Correct negative	Gene KO	ArgonneLBMedia	peg.3223	rxn01974		Correct negative	Gene KO	ArgonneLBMedia	peg.3223	rxn01974		False positive	Gene KO	ArgonneLBMedia	peg.3396	rxn00459
False positive	Gene KO	ArgonneLBMedia	peg.3396	rxn00459		False positive	Gene KO	ArgonneLBMedia	peg.3396	rxn00459		False positive	Gene KO	ArgonneLBMedia	peg.3397	rxn01106
False positive	Gene KO	ArgonneLBMedia	peg.3397	rxn01106		False positive	Gene KO	ArgonneLBMedia	peg.3397	rxn01106		False positive	Gene KO	ArgonneLBMedia	peg.3398	
False positive	Gene KO	ArgonneLBMedia	peg.3398			False positive	Gene KO	ArgonneLBMedia	peg.3398			False positive	Gene KO	ArgonneLBMedia	peg.3399	rxn01100
False positive	Gene KO	ArgonneLBMedia	peg.3399	rxn01100		False positive	Gene KO	ArgonneLBMedia	peg.3399	rxn01100		Correct negative	Gene KO	ArgonneLBMedia	peg.3485	rxn05289
Correct negative	Gene KO	ArgonneLBMedia	peg.3485	rxn05289		Correct negative	Gene KO	ArgonneLBMedia	peg.3485	rxn05289		Correct negative	Gene KO	ArgonneLBMedia	peg.3559	"rxn10307,rxn10308,rxn10311,rxn10312,rxn10310,rxn10314,rxn10315,rxn10309,rxn08040,rxn10313"
Correct negative	Gene KO	ArgonneLBMedia	peg.3559	"rxn10307,rxn10308,rxn10311,rxn10312,rxn10310,rxn10314,rxn10315,rxn10309,rxn08040,rxn10313"		Correct negative	Gene KO	ArgonneLBMedia	peg.3559	"rxn10307,rxn10308,rxn10311,rxn10312,rxn10310,rxn10314,rxn10315,rxn10309,rxn08040,rxn10313"		Correct negative	Gene KO	ArgonneLBMedia	peg.3572	"rxn00292,rxn00297"
Correct negative	Gene KO	ArgonneLBMedia	peg.3572	"rxn00292,rxn00297"		Correct negative	Gene KO	ArgonneLBMedia	peg.3572	"rxn00292,rxn00297"		Correct negative	Gene KO	ArgonneLBMedia	peg.3577	"rxn10195,rxn10194,rxn10196"
Correct negative	Gene KO	ArgonneLBMedia	peg.3577	"rxn10195,rxn10194,rxn10196"		Correct negative	Gene KO	ArgonneLBMedia	peg.3577	"rxn10195,rxn10194,rxn10196"		Correct negative	Gene KO	ArgonneLBMedia	peg.3578	"rxn10195,rxn10194,rxn10196"
Correct negative	Gene KO	ArgonneLBMedia	peg.3578	"rxn10195,rxn10194,rxn10196"		Correct negative	Gene KO	ArgonneLBMedia	peg.3578	"rxn10195,rxn10194,rxn10196"		Correct negative	Gene KO	ArgonneLBMedia	peg.3579	"rxn10295,rxn10293,rxn10297,rxn10292,rxn10296,rxn10290,rxn10291,rxn10294,rxn10192,rxn10289"
Correct negative	Gene KO	ArgonneLBMedia	peg.3579	"rxn10295,rxn10293,rxn10297,rxn10292,rxn10296,rxn10290,rxn10291,rxn10294,rxn10192,rxn10289"		Correct negative	Gene KO	ArgonneLBMedia	peg.3579	"rxn10295,rxn10293,rxn10297,rxn10292,rxn10296,rxn10290,rxn10291,rxn10294,rxn10192,rxn10289"		Correct negative	Gene KO	ArgonneLBMedia	peg.3581	rxn00621
Correct negative	Gene KO	ArgonneLBMedia	peg.3581	rxn00621		Correct negative	Gene KO	ArgonneLBMedia	peg.3581	rxn00621		Correct negative	Gene KO	ArgonneLBMedia	peg.3582	rxn03852
Correct negative	Gene KO	ArgonneLBMedia	peg.3582	rxn03852		Correct negative	Gene KO	ArgonneLBMedia	peg.3582	rxn03852		Correct negative	Gene KO	ArgonneLBMedia	peg.3583	rxn10192
Correct negative	Gene KO	ArgonneLBMedia	peg.3583	rxn10192		Correct negative	Gene KO	ArgonneLBMedia	peg.3583	rxn10192		Correct negative	Gene KO	ArgonneLBMedia	peg.3683	rxn00461
Correct negative	Gene KO	ArgonneLBMedia	peg.3683	rxn00461		Correct negative	Gene KO	ArgonneLBMedia	peg.3683	rxn00461		False positive	Gene KO	ArgonneLBMedia	peg.3697	rxn00692
False positive	Gene KO	ArgonneLBMedia	peg.3697	rxn00692		False positive	Gene KO	ArgonneLBMedia	peg.3697	rxn00692		Correct negative	Gene KO	ArgonneLBMedia	peg.3714	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.3714	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.3714	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.3719	"rxn01870,rxn00786,rxn01334"
False positive	Gene KO	ArgonneLBMedia	peg.3719	"rxn01870,rxn00786,rxn01334"		False positive	Gene KO	ArgonneLBMedia	peg.3719	"rxn01870,rxn00786,rxn01334"		Correct negative	Gene KO	ArgonneLBMedia	peg.3722	"rxn00410,rxn00412"
Correct negative	Gene KO	ArgonneLBMedia	peg.3722	"rxn00410,rxn00412"		Correct negative	Gene KO	ArgonneLBMedia	peg.3722	"rxn00410,rxn00412"		Correct negative	Gene KO	ArgonneLBMedia	peg.3740	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.3740	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.3740	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.38	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.38	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.38	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.3854	rxn05267
Correct negative	Gene KO	ArgonneLBMedia	peg.3854	rxn05267		Correct negative	Gene KO	ArgonneLBMedia	peg.3854	rxn05267		Correct negative	Gene KO	ArgonneLBMedia	peg.4046	rxn05295
Correct negative	Gene KO	ArgonneLBMedia	peg.4046	rxn05295		Correct negative	Gene KO	ArgonneLBMedia	peg.4046	rxn05295		Correct negative	Gene KO	ArgonneLBMedia	peg.4047	rxn05295
Correct negative	Gene KO	ArgonneLBMedia	peg.4047	rxn05295		Correct negative	Gene KO	ArgonneLBMedia	peg.4047	rxn05295		Correct negative	Gene KO	ArgonneLBMedia	peg.4050	rxn05294
Correct negative	Gene KO	ArgonneLBMedia	peg.4050	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.4050	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.4056	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.4056	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.4056	rxn05296		False positive	Gene KO	ArgonneLBMedia	peg.4061	
False positive	Gene KO	ArgonneLBMedia	peg.4061			False positive	Gene KO	ArgonneLBMedia	peg.4061			Correct negative	Gene KO	ArgonneLBMedia	peg.4095	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.4095	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.4095	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.4096	rxn05294
Correct negative	Gene KO	ArgonneLBMedia	peg.4096	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.4096	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.4097	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.4097	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.4097	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.4111	rxn05295
Correct negative	Gene KO	ArgonneLBMedia	peg.4111	rxn05295		Correct negative	Gene KO	ArgonneLBMedia	peg.4111	rxn05295		Correct negative	Gene KO	ArgonneLBMedia	peg.4112	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.4112	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.4112	rxn05296		False positive	Gene KO	ArgonneLBMedia	peg.456	rxn00851
False positive	Gene KO	ArgonneLBMedia	peg.456	rxn00851		False positive	Gene KO	ArgonneLBMedia	peg.456	rxn00851		Correct negative	Gene KO	ArgonneLBMedia	peg.457	rxn03164
Correct negative	Gene KO	ArgonneLBMedia	peg.457	rxn03164		Correct negative	Gene KO	ArgonneLBMedia	peg.457	rxn03164		Correct negative	Gene KO	ArgonneLBMedia	peg.46	rxn03908
Correct negative	Gene KO	ArgonneLBMedia	peg.46	rxn03908		Correct negative	Gene KO	ArgonneLBMedia	peg.46	rxn03908		Correct negative	Gene KO	ArgonneLBMedia	peg.462	rxn06023
Correct negative	Gene KO	ArgonneLBMedia	peg.462	rxn06023		Correct negative	Gene KO	ArgonneLBMedia	peg.462	rxn06023		Correct negative	Gene KO	ArgonneLBMedia	peg.464	rxn00283
False positive	Gene KO	ArgonneLBMedia	peg.464	rxn00283		False positive	Gene KO	ArgonneLBMedia	peg.464	rxn00283		Correct negative	Gene KO	ArgonneLBMedia	peg.50	"rxn03638,rxn00293"
Correct negative	Gene KO	ArgonneLBMedia	peg.50	"rxn03638,rxn00293"		Correct negative	Gene KO	ArgonneLBMedia	peg.50	"rxn03638,rxn00293"		False positive	Gene KO	ArgonneLBMedia	peg.51	rxn00770
False positive	Gene KO	ArgonneLBMedia	peg.51	rxn00770		False positive	Gene KO	ArgonneLBMedia	peg.51	rxn00770		Correct negative	Gene KO	ArgonneLBMedia	peg.591	rxn10198
Correct negative	Gene KO	ArgonneLBMedia	peg.591	rxn10198		Correct negative	Gene KO	ArgonneLBMedia	peg.591	rxn10198		Correct negative	Gene KO	ArgonneLBMedia	peg.6	rxn05294
Correct negative	Gene KO	ArgonneLBMedia	peg.6	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.6	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.606	rxn05294
Correct negative	Gene KO	ArgonneLBMedia	peg.606	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.606	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.662	rxn05294
Correct negative	Gene KO	ArgonneLBMedia	peg.662	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.662	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.663	rxn05294
Correct negative	Gene KO	ArgonneLBMedia	peg.663	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.663	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.668	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.668	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.668	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.669	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.669	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.669	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.67	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.67	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.67	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.670	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.670	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.670	rxn05296		False positive	Gene KO	ArgonneLBMedia	peg.68	"rxn00915,rxn00836"
False positive	Gene KO	ArgonneLBMedia	peg.68	"rxn00915,rxn00836"		False positive	Gene KO	ArgonneLBMedia	peg.68	"rxn00915,rxn00836"		Correct negative	Gene KO	ArgonneLBMedia	peg.7	rxn05294
Correct negative	Gene KO	ArgonneLBMedia	peg.7	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.7	rxn05294		Correct negative	Gene KO	ArgonneLBMedia	peg.82	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.82	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.82	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.893	rxn05295
Correct negative	Gene KO	ArgonneLBMedia	peg.893	rxn05295		Correct negative	Gene KO	ArgonneLBMedia	peg.893	rxn05295		Correct negative	Gene KO	ArgonneLBMedia	peg.9	rxn00834
False positive	Gene KO	ArgonneLBMedia	peg.9	rxn00834		False positive	Gene KO	ArgonneLBMedia	peg.9	rxn00834		Correct negative	Gene KO	ArgonneLBMedia	peg.90	rxn03907
Correct negative	Gene KO	ArgonneLBMedia	peg.90	rxn03907		Correct negative	Gene KO	ArgonneLBMedia	peg.90	rxn03907		Correct negative	Gene KO	ArgonneLBMedia	peg.91	rxn03910
Correct negative	Gene KO	ArgonneLBMedia	peg.91	rxn03910		Correct negative	Gene KO	ArgonneLBMedia	peg.91	rxn03910		Correct negative	Gene KO	ArgonneLBMedia	peg.92	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.92	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.92	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.94	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.94	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.94	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.951	rxn05295
Correct negative	Gene KO	ArgonneLBMedia	peg.951	rxn05295		Correct negative	Gene KO	ArgonneLBMedia	peg.951	rxn05295		Correct negative	Gene KO	ArgonneLBMedia	peg.954	"rxn10215,rxn10217,rxn10219,rxn10212,rxn10214,rxn10216,rxn10211,rxn10218,rxn10213"
Correct negative	Gene KO	ArgonneLBMedia	peg.954	"rxn10215,rxn10217,rxn10219,rxn10212,rxn10214,rxn10216,rxn10211,rxn10218,rxn10213"		Correct negative	Gene KO	ArgonneLBMedia	peg.954	"rxn10215,rxn10217,rxn10219,rxn10212,rxn10214,rxn10216,rxn10211,rxn10218,rxn10213"		Correct negative	Gene KO	ArgonneLBMedia	peg.99	rxn05296
Correct negative	Gene KO	ArgonneLBMedia	peg.99	rxn05296		Correct negative	Gene KO	ArgonneLBMedia	peg.99	rxn05296		Correct positive	Interval KO	Carbon-D-Glucose	?pro1	
Correct positive	Interval KO	Carbon-D-Glucose	?pro1			Correct positive	Interval KO	Carbon-D-Glucose	?pro1			False negative	Interval KO	Carbon-D-Glucose	NED0100	"rxn05572,rxn03887,rxn00196,rxn09206,rxn10227,rxn10233,rxn05217,rxn10230,rxn09200,rxn07845,rxn01634,rxn09208,rxn10232,rxn05569,rxn09202,rxn05622,rxn05216,rxn10226,rxn10237,rxn01989,rxn04783,rxn10235,rxn10234,rxn05565,rxn05578,rxn00452,rxn10228,rxn09210,rxn08775,rxn09198,rxn10231,rxn10229,rxn10236"
False negative	Interval KO	Carbon-D-Glucose	NED0100	"rxn05572,rxn03887,rxn00196,rxn09206,rxn10227,rxn10233,rxn05217,rxn10230,rxn09200,rxn07845,rxn01634,rxn09208,rxn10232,rxn05569,rxn09202,rxn05622,rxn05216,rxn10226,rxn10237,rxn01989,rxn04783,rxn10235,rxn10234,rxn05565,rxn05578,rxn00452,rxn10228,rxn09210,rxn08775,rxn09198,rxn10231,rxn10229,rxn10236"		False negative	Interval KO	Carbon-D-Glucose	NED0100	"rxn05572,rxn03887,rxn00196,rxn09206,rxn10227,rxn10233,rxn05217,rxn10230,rxn09200,rxn07845,rxn01634,rxn09208,rxn10232,rxn05569,rxn09202,rxn05622,rxn05216,rxn10226,rxn10237,rxn01989,rxn04783,rxn10235,rxn10234,rxn05565,rxn05578,rxn00452,rxn10228,rxn09210,rxn08775,rxn09198,rxn10231,rxn10229,rxn10236"		Correct positive	Interval KO	Carbon-D-Glucose	NED0202	"rxn00546,rxn05654,rxn00152,rxn05561,rxn00160,rxn05618,rxn00002,rxn00509,rxn01285,rxn01204,rxn04143,rxn01847,rxn03393,rxn05617,rxn01386"
Correct positive	Interval KO	Carbon-D-Glucose	NED0202	"rxn00546,rxn05654,rxn00152,rxn05561,rxn00160,rxn05618,rxn00002,rxn00509,rxn01285,rxn01204,rxn04143,rxn01847,rxn03393,rxn05617,rxn01386"		Correct positive	Interval KO	Carbon-D-Glucose	NED0202	"rxn00546,rxn05654,rxn00152,rxn05561,rxn00160,rxn05618,rxn00002,rxn00509,rxn01285,rxn01204,rxn04143,rxn01847,rxn03393,rxn05617,rxn01386"		Correct positive	Interval KO	Carbon-D-Glucose	NED02021	"rxn00546,rxn00160,rxn00509,rxn01285,rxn01204,rxn04143,rxn01847,rxn03393,rxn05617"
Correct positive	Interval KO	Carbon-D-Glucose	NED02021	"rxn00546,rxn00160,rxn00509,rxn01285,rxn01204,rxn04143,rxn01847,rxn03393,rxn05617"		Correct positive	Interval KO	Carbon-D-Glucose	NED02021	"rxn00546,rxn00160,rxn00509,rxn01285,rxn01204,rxn04143,rxn01847,rxn03393,rxn05617"		Correct positive	Interval KO	Carbon-D-Glucose	NED02022	"rxn05654,rxn00152,rxn05561,rxn05618,rxn00002,rxn01386"
Correct positive	Interval KO	Carbon-D-Glucose	NED02022	"rxn05654,rxn00152,rxn05561,rxn05618,rxn00002,rxn01386"		Correct positive	Interval KO	Carbon-D-Glucose	NED02022	"rxn05654,rxn00152,rxn05561,rxn05618,rxn00002,rxn01386"		False positive	Interval KO	Carbon-D-Glucose	NED0301	"rxn02046,rxn00420"
False positive	Interval KO	Carbon-D-Glucose	NED0301	"rxn02046,rxn00420"		False positive	Interval KO	Carbon-D-Glucose	NED0301	"rxn02046,rxn00420"		Correct positive	Interval KO	Carbon-D-Glucose	?pro2	
Correct positive	Interval KO	Carbon-D-Glucose	?pro2			Correct positive	Interval KO	Carbon-D-Glucose	?pro2			Correct positive	Interval KO	Carbon-D-Glucose	NED0302	"rxn05495,rxn02166"
Correct positive	Interval KO	Carbon-D-Glucose	NED0302	"rxn05495,rxn02166"		Correct positive	Interval KO	Carbon-D-Glucose	NED0302	"rxn05495,rxn02166"		False negative	Interval KO	Carbon-D-Glucose	?pro3	rxn05294
False negative	Interval KO	Carbon-D-Glucose	?pro3	rxn05294		False negative	Interval KO	Carbon-D-Glucose	?pro3	rxn05294		False negative	Interval KO	Carbon-D-Glucose	NED0400	"rxn02112,rxn05648,rxn09661,rxn00634,rxn05475,rxn05294,rxn05564"
False negative	Interval KO	Carbon-D-Glucose	NED0400	"rxn02112,rxn05648,rxn09661,rxn00634,rxn05475,rxn05294,rxn05564"		False negative	Interval KO	Carbon-D-Glucose	NED0400	"rxn02112,rxn05648,rxn09661,rxn00634,rxn05475,rxn05294,rxn05564"		Correct positive	Interval KO	Carbon-D-Glucose	NED0501	
Correct positive	Interval KO	Carbon-D-Glucose	NED0501			Correct positive	Interval KO	Carbon-D-Glucose	NED0501			Correct positive	Interval KO	Carbon-D-Glucose	NED050202	"rxn02522,rxn04821,rxn03483,rxn04834,rxn00607,rxn02762,rxn05514,rxn04820,rxn01480,rxn02521,rxn04885,rxn05607,rxn09953"
Correct positive	Interval KO	Carbon-D-Glucose	NED050202	"rxn02522,rxn04821,rxn03483,rxn04834,rxn00607,rxn02762,rxn05514,rxn04820,rxn01480,rxn02521,rxn04885,rxn05607,rxn09953"		Correct positive	Interval KO	Carbon-D-Glucose	NED050202	"rxn02522,rxn04821,rxn03483,rxn04834,rxn00607,rxn02762,rxn05514,rxn04820,rxn01480,rxn02521,rxn04885,rxn05607,rxn09953"		Correct positive	Interval KO	Carbon-D-Glucose	NED0600	
Correct positive	Interval KO	Carbon-D-Glucose	NED0600			Correct positive	Interval KO	Carbon-D-Glucose	NED0600			Correct positive	Interval KO	Carbon-D-Glucose	NED0700	
Correct positive	Interval KO	Carbon-D-Glucose	NED0700	rxn00849		Correct positive	Interval KO	Carbon-D-Glucose	NED0700	rxn00849		Correct positive	Interval KO	Carbon-D-Glucose	NED0802	rxn05611
Correct positive	Interval KO	Carbon-D-Glucose	NED0802	rxn05611		Correct positive	Interval KO	Carbon-D-Glucose	NED0802	rxn05611		Correct positive	Interval KO	Carbon-D-Glucose	NED0803	"rxn05031,rxn04036,rxn07307,rxn05305,rxn01489,rxn02945"
Correct positive	Interval KO	Carbon-D-Glucose	NED0803	"rxn05031,rxn04036,rxn07307,rxn05305,rxn01489,rxn02945"		Correct positive	Interval KO	Carbon-D-Glucose	NED0803	"rxn05031,rxn04036,rxn07307,rxn05305,rxn01489,rxn02945"		Correct negative	Interval KO	Carbon-D-Glucose	NED0804	rxn00910
Correct negative	Interval KO	Carbon-D-Glucose	NED0804	rxn00910		Correct negative	Interval KO	Carbon-D-Glucose	NED0804	rxn00910		Correct positive	Interval KO	Carbon-D-Glucose	NED0900	rxn00065
Correct positive	Interval KO	Carbon-D-Glucose	NED0900	rxn00065		Correct positive	Interval KO	Carbon-D-Glucose	NED0900	rxn00065		Correct positive	Interval KO	Carbon-D-Glucose	?pro4	rxn05610
Correct positive	Interval KO	Carbon-D-Glucose	?pro4	rxn05610		Correct positive	Interval KO	Carbon-D-Glucose	?pro4	rxn05610		Correct positive	Interval KO	Carbon-D-Glucose	NED1002	rxn05610
Correct positive	Interval KO	Carbon-D-Glucose	NED1002	rxn05610		Correct positive	Interval KO	Carbon-D-Glucose	NED1002	rxn05610		Correct positive	Interval KO	Carbon-D-Glucose	?PBSX	
Correct positive	Interval KO	Carbon-D-Glucose	?PBSX			Correct positive	Interval KO	Carbon-D-Glucose	?PBSX			Correct positive	Interval KO	Carbon-D-Glucose	NED1003	rxn05312
Correct positive	Interval KO	Carbon-D-Glucose	NED1003	rxn05312		Correct positive	Interval KO	Carbon-D-Glucose	NED1003	rxn05312		Correct positive	Interval KO	Carbon-D-Glucose	NED1100	rxn01492
Correct positive	Interval KO	Carbon-D-Glucose	NED1100	rxn01492		Correct positive	Interval KO	Carbon-D-Glucose	NED1100	rxn01492		Correct positive	Interval KO	Carbon-D-Glucose	NED1200	"rxn00883,rxn00881,rxn00882"
Correct positive	Interval KO	Carbon-D-Glucose	NED1200	"rxn00883,rxn00881,rxn00882"		Correct positive	Interval KO	Carbon-D-Glucose	NED1200	"rxn00883,rxn00881,rxn00882"		Correct positive	Interval KO	Carbon-D-Glucose	NED1300	"rxn10048,rxn10043"
Correct positive	Interval KO	Carbon-D-Glucose	NED1300	"rxn10048,rxn10043"		Correct positive	Interval KO	Carbon-D-Glucose	NED1300	"rxn10048,rxn10043"		Correct positive	Interval KO	Carbon-D-Glucose	NED1400	
Correct positive	Interval KO	Carbon-D-Glucose	NED1400			Correct positive	Interval KO	Carbon-D-Glucose	NED1400			Correct positive	Interval KO	Carbon-D-Glucose	?pks	rxn01454
Correct positive	Interval KO	Carbon-D-Glucose	?pks	rxn01454		Correct positive	Interval KO	Carbon-D-Glucose	?pks	rxn01454		Correct positive	Interval KO	Carbon-D-Glucose	NED1500	"rxn00274,rxn01454,rxn01068"
Correct positive	Interval KO	Carbon-D-Glucose	NED1500	"rxn00274,rxn01454,rxn01068"		Correct positive	Interval KO	Carbon-D-Glucose	NED1500	"rxn00274,rxn01454,rxn01068"		Correct positive	Interval KO	Carbon-D-Glucose	?pro5	"rxn01199,rxn01044,rxn00223,rxn05671"
Correct positive	Interval KO	Carbon-D-Glucose	?pro5	"rxn01199,rxn01044,rxn00223,rxn05671"		Correct positive	Interval KO	Carbon-D-Glucose	?pro5	"rxn01199,rxn01044,rxn00223,rxn05671"		Correct positive	Interval KO	Carbon-D-Glucose	NED1602	
Correct positive	Interval KO	Carbon-D-Glucose	NED1602			Correct positive	Interval KO	Carbon-D-Glucose	NED1602			Correct positive	Interval KO	Carbon-D-Glucose	?pps	
Correct positive	Interval KO	Carbon-D-Glucose	?pps			Correct positive	Interval KO	Carbon-D-Glucose	?pps			Correct positive	Interval KO	Carbon-D-Glucose	?pro6	rxn00147
Correct positive	Interval KO	Carbon-D-Glucose	?pro6	rxn00147		Correct positive	Interval KO	Carbon-D-Glucose	?pro6	rxn00147		Correct positive	Interval KO	Carbon-D-Glucose	NED1802	"rxn01945,rxn01011,rxn01013,rxn02363,rxn00147"
